region;species;iucn;references;id
badung;Diproctacanthus xanthurus;LC;MRAP Bali (2011);3
jembrana;Diproctacanthus xanthurus;LC;MRAP Bali (2011);1
denpasar;Epibulus insidiator;LC;MRAP Bali (2011);9
badung;Epibulus insidiator;LC;MRAP Bali (2011);3
buleleng;Epibulus insidiator;LC;MRAP Bali (2011);8
jembrana;Epibulus insidiator;LC;MRAP Bali (2011);1
denpasar;Gomphosus caeruleus;LC;MRAP Bali (2011);9
karangasem;Gomphosus caeruleus;LC;MRAP Bali (2011);7
denpasar;Gomphosus varius;LC;MRAP Bali (2011);9
badung;Gomphosus varius;LC;MRAP Bali (2011);3
karangasem;Gomphosus varius;LC;MRAP Bali (2011);7
buleleng;Gomphosus varius;LC;MRAP Bali (2011);8
buleleng;Halichoeres argus;LC;MRAP Bali (2011);8
buleleng;Halichoeres chloropterus;LC;MRAP Bali (2011);8
jembrana;Halichoeres chloropterus;LC;MRAP Bali (2011);1
denpasar;Halichoeres chrysotaenia;LC;MRAP Bali (2011);9
denpasar;Halichoeres chrysus;LC;MRAP Bali (2011);9
badung;Halichoeres chrysus;LC;MRAP Bali (2011);3
buleleng;Halichoeres chrysus;LC;MRAP Bali (2011);8
badung;Halichoeres hartzfeldii;LC;MRAP Bali (2011);3
jembrana;Halichoeres hartzfeldii;LC;MRAP Bali (2011);1
denpasar;Halichoeres hortulanus;LC;MRAP Bali (2011);9
badung;Halichoeres hortulanus;LC;MRAP Bali (2011);3
karangasem;Halichoeres hortulanus;LC;MRAP Bali (2011);7
buleleng;Halichoeres hortulanus;LC;MRAP Bali (2011);8
jembrana;Halichoeres hortulanus;LC;MRAP Bali (2011);1
denpasar;Halichoeres margaritaceus;LC;MRAP Bali (2011);9
badung;Halichoeres margaritaceus;LC;MRAP Bali (2011);3
denpasar;Halichoeres marginatus;LC;MRAP Bali (2011);9
badung;Halichoeres marginatus;LC;MRAP Bali (2011);3
buleleng;Halichoeres marginatus;LC;MRAP Bali (2011);8
badung;Halichoeres melanurus;LC;MRAP Bali (2011);3
buleleng;Halichoeres melanurus;LC;MRAP Bali (2011);8
jembrana;Halichoeres melanurus;LC;MRAP Bali (2011);1
buleleng;Halichoeres nigrescens;LC;MRAP Bali (2011);8
badung;Halichoeres podostigma;LC;MRAP Bali (2011);3
buleleng;Halichoeres podostigma;LC;MRAP Bali (2011);8
badung;Halichoeres prosopeion;LC;MRAP Bali (2011);3
buleleng;Halichoeres prosopeion;LC;MRAP Bali (2011);8
jembrana;Halichoeres prosopeion;LC;MRAP Bali (2011);1
denpasar;Halichoeres scapularis;LC;MRAP Bali (2011);9
badung;Halichoeres scapularis;LC;MRAP Bali (2011);3
buleleng;Halichoeres scapularis;LC;MRAP Bali (2011);8
jembrana;Halichoeres scapularis;LC;MRAP Bali (2011);1
denpasar;Halichoeres solorensis;LC;MRAP Bali (2011);9
badung;Halichoeres solorensis;LC;MRAP Bali (2011);3
karangasem;Halichoeres solorensis;LC;MRAP Bali (2011);7
jembrana;Halichoeres solorensis;LC;MRAP Bali (2011);1
denpasar;Halichoeres timorensis;LC;MRAP Bali (2011);9
denpasar;Hemigymnus fasciatus;LC;MRAP Bali (2011);9
badung;Hemigymnus fasciatus;LC;MRAP Bali (2011);3
karangasem;Hemigymnus fasciatus;LC;MRAP Bali (2011);7
buleleng;Hemigymnus fasciatus;LC;MRAP Bali (2011);8
jembrana;Hemigymnus fasciatus;LC;MRAP Bali (2011);1
denpasar;Hemigymnus melapterus;LC;MRAP Bali (2011);9
badung;Hemigymnus melapterus;LC;MRAP Bali (2011);3
buleleng;Hemigymnus melapterus;LC;MRAP Bali (2011);8
jembrana;Hemigymnus melapterus;LC;MRAP Bali (2011);1
badung;Hologymnosus annulatus;LC;MRAP Bali (2011);3
buleleng;Hologymnosus annulatus;LC;MRAP Bali (2011);8
badung;Hologymnosus doliatus;LC;MRAP Bali (2011);3
buleleng;Hologymnosus doliatus;LC;MRAP Bali (2011);8
buleleng;Iniistius aneitensis;LC;MRAP Bali (2011);8
badung;Iniistius melanopus;LC;MRAP Bali (2011);3
buleleng;Iniistius melanopus;LC;MRAP Bali (2011);8
badung;Iniistius pentadactylus;LC;MRAP Bali (2011);3
buleleng;Iniistius pentadactylus;LC;MRAP Bali (2011);8
denpasar;Labrichthys unilineatus;LC;MRAP Bali (2011);9
badung;Labrichthys unilineatus;LC;MRAP Bali (2011);3
buleleng;Labrichthys unilineatus;LC;MRAP Bali (2011);8
denpasar;Labroides bicolor;LC;MRAP Bali (2011);9
badung;Labroides bicolor;LC;MRAP Bali (2011);3
buleleng;Labroides bicolor;LC;MRAP Bali (2011);8
jembrana;Labroides bicolor;LC;MRAP Bali (2011);1
denpasar;Labroides dimidatus;LC;MRAP Bali (2011);9
badung;Labroides dimidatus;LC;MRAP Bali (2011);3
karangasem;Labroides dimidatus;LC;MRAP Bali (2011);7
buleleng;Labroides dimidatus;LC;MRAP Bali (2011);8
jembrana;Labroides dimidatus;LC;MRAP Bali (2011);1
denpasar;Labropsis alleni;LC;MRAP Bali (2011);9
badung;Labropsis alleni;LC;MRAP Bali (2011);3
badung;Leptojulis chrysotaenia;LC;MRAP Bali (2011);3
buleleng;Leptojulis chrysotaenia;LC;MRAP Bali (2011);8
jembrana;Leptojulis chrysotaenia;LC;MRAP Bali (2011);1
denpasar;Leptojulis cyanopleura;LC;MRAP Bali (2011);9
badung;Leptojulis cyanopleura;LC;MRAP Bali (2011);3
buleleng;Leptojulis cyanopleura;LC;MRAP Bali (2011);8
buleleng;Leptojulis polylepis ?;LC;MRAP Bali (2011);8
badung;Macropharyngodon negrosensis;LC;MRAP Bali (2011);3
denpasar;Macropharyngodon ornatus;LC;MRAP Bali (2011);9
badung;Macropharyngodon ornatus;LC;MRAP Bali (2011);3
karangasem;Macropharyngodon ornatus;LC;MRAP Bali (2011);7
buleleng;Macropharyngodon ornatus;LC;MRAP Bali (2011);8
jembrana;Macropharyngodon ornatus;LC;MRAP Bali (2011);1
denpasar;Novaculichthys taeniourus;LC;MRAP Bali (2011);9
badung;Novaculichthys taeniourus;LC;MRAP Bali (2011);3
denpasar;Oxycheilinus bimaculatus;LC;MRAP Bali (2011);9
badung;Oxycheilinus bimaculatus;LC;MRAP Bali (2011);3
buleleng;Oxycheilinus bimaculatus;LC;MRAP Bali (2011);8
jembrana;Oxycheilinus bimaculatus;LC;MRAP Bali (2011);1
denpasar;Oxycheilinus digramma;LC;MRAP Bali (2011);9
badung;Oxycheilinus digramma;LC;MRAP Bali (2011);3
karangasem;Oxycheilinus digramma;LC;MRAP Bali (2011);7
buleleng;Oxycheilinus digramma;LC;MRAP Bali (2011);8
jembrana;Oxycheilinus digramma;LC;MRAP Bali (2011);1
badung;Oxycheilinus unifasciatus;LC;MRAP Bali (2011);3
buleleng;Paracheilinus filamentosus;LC;MRAP Bali (2011);8
badung;Paracheilinus flavianalis;LC;MRAP Bali (2011);3
buleleng;Paracheilinus flavianalis;LC;MRAP Bali (2011);8
jembrana;Paracheilinus flavianalis;LC;MRAP Bali (2011);1
badung;Pseudocheilinus evanidus;LC;MRAP Bali (2011);3
denpasar;Pseudocheilinus hexataenia;LC;MRAP Bali (2011);9
badung;Pseudocheilinus hexataenia;LC;MRAP Bali (2011);3
buleleng;Pseudocheilinus hexataenia;LC;MRAP Bali (2011);8
badung;Pseudocoris bleekeri;LC;MRAP Bali (2011);3
buleleng;Pseudocoris heteroptera;LC;MRAP Bali (2011);8
badung;Pseudodax moluccanus;LC;MRAP Bali (2011);3
buleleng;Pseudodax moluccanus;LC;MRAP Bali (2011);8
jembrana;Pseudodax moluccanus;LC;MRAP Bali (2011);1
badung;Pseudojuloides cerasinus;LC;MRAP Bali (2011);3
buleleng;Pseudojuloides mesostigma;LC;MRAP Bali (2011);8
badung;Pseudojuloides severnsi;LC;MRAP Bali (2011);3
badung;Pteragogus cryptus;LC;MRAP Bali (2011);3
denpasar;Stethojulis bandanensis;LC;MRAP Bali (2011);9
badung;Stethojulis bandanensis;LC;MRAP Bali (2011);3
buleleng;Stethojulis bandanensis;LC;MRAP Bali (2011);8
denpasar;Stethojulis interrupta;LC;MRAP Bali (2011);9
badung;Stethojulis interrupta;LC;MRAP Bali (2011);3
buleleng;Stethojulis interrupta;LC;MRAP Bali (2011);8
buleleng;Stethojulis strigiventer;LC;MRAP Bali (2011);8
jembrana;Stethojulis strigiventer;LC;MRAP Bali (2011);1
denpasar;Stethojulis trilineata;LC;MRAP Bali (2011);9
badung;Stethojulis trilineata;LC;MRAP Bali (2011);3
denpasar;Thalassoma amblycephalus;LC;MRAP Bali (2011);9
badung;Thalassoma amblycephalus;LC;MRAP Bali (2011);3
karangasem;Thalassoma amblycephalus;LC;MRAP Bali (2011);7
buleleng;Thalassoma amblycephalus;LC;MRAP Bali (2011);8
jembrana;Thalassoma amblycephalus;LC;MRAP Bali (2011);1
denpasar;Thalassoma hardwicke;LC;MRAP Bali (2011);9
badung;Thalassoma hardwicke;LC;MRAP Bali (2011);3
buleleng;Thalassoma hardwicke;LC;MRAP Bali (2011);8
jembrana;Thalassoma hardwicke;LC;MRAP Bali (2011);1
denpasar;Thalassoma jansenii;LC;MRAP Bali (2011);9
badung;Thalassoma jansenii;LC;MRAP Bali (2011);3
karangasem;Thalassoma jansenii;LC;MRAP Bali (2011);7
buleleng;Thalassoma jansenii;LC;MRAP Bali (2011);8
jembrana;Thalassoma jansenii;LC;MRAP Bali (2011);1
denpasar;Thalassoma lunare;LC;MRAP Bali (2011);9
badung;Thalassoma lunare;LC;MRAP Bali (2011);3
karangasem;Thalassoma lunare;LC;MRAP Bali (2011);7
buleleng;Thalassoma lunare;LC;MRAP Bali (2011);8
jembrana;Thalassoma lunare;LC;MRAP Bali (2011);1
badung;Thalassoma purpureum;LC;MRAP Bali (2011);3
badung;Thalassoma trilobatum;LC;MRAP Bali (2011);3
badung;Bolbometopon muricatum;LC;MRAP Bali (2011);3
buleleng;Bolbometopon muricatum;LC;MRAP Bali (2011);8
denpasar;Calotomus carolinus;LC;MRAP Bali (2011);9
badung;Calotomus carolinus;LC;MRAP Bali (2011);3
karangasem;Calotomus carolinus;LC;MRAP Bali (2011);7
badung;Cetoscarus ocellatus;LC;MRAP Bali (2011);3
buleleng;Cetoscarus ocellatus;LC;MRAP Bali (2011);8
buleleng;Chlorurus bleekeri;LC;MRAP Bali (2011);8
badung;Chlorurus capistratoides;LC;MRAP Bali (2011);3
buleleng;Chlorurus capistratoides;LC;MRAP Bali (2011);8
buleleng;Chlorurus microrhinos;LC;MRAP Bali (2011);8
denpasar;Chlorurus sordidus;LC;MRAP Bali (2011);9
badung;Chlorurus sordidus;LC;MRAP Bali (2011);3
buleleng;Chlorurus sordidus;LC;MRAP Bali (2011);8
jembrana;Chlorurus sordidus;LC;MRAP Bali (2011);1
buleleng;Scarus dimidatus;LC;MRAP Bali (2011);8
jembrana;Scarus dimidatus;LC;MRAP Bali (2011);1
badung;Scarus flavipectoralis;LC;MRAP Bali (2011);3
badung;Scarus forsteni;LC;MRAP Bali (2011);3
badung;Scarus frenatus;LC;MRAP Bali (2011);3
denpasar;Scarus ghobban;LC;MRAP Bali (2011);9
badung;Scarus ghobban;LC;MRAP Bali (2011);3
karangasem;Scarus ghobban;LC;MRAP Bali (2011);7
buleleng;Scarus ghobban;LC;MRAP Bali (2011);8
jembrana;Scarus ghobban;LC;MRAP Bali (2011);1
denpasar;Scarus niger;LC;MRAP Bali (2011);9
badung;Scarus niger;LC;MRAP Bali (2011);3
buleleng;Scarus niger;LC;MRAP Bali (2011);8
badung;Scarus oviceps;LC;MRAP Bali (2011);3
buleleng;Scarus oviceps;LC;MRAP Bali (2011);8
badung;Scarus prasiognathos;LC;MRAP Bali (2011);3
buleleng;Scarus prasiognathos;LC;MRAP Bali (2011);8
denpasar;Scarus psittacus;LC;MRAP Bali (2011);9
karangasem;Scarus psittacus;LC;MRAP Bali (2011);7
badung;Scarus quoyi;LC;MRAP Bali (2011);3
buleleng;Scarus quoyi;LC;MRAP Bali (2011);8
jembrana;Scarus quoyi;LC;MRAP Bali (2011);1
badung;Scarus rivulatus;LC;MRAP Bali (2011);3
buleleng;Scarus rivulatus;LC;MRAP Bali (2011);8
jembrana;Scarus rivulatus;LC;MRAP Bali (2011);1
denpasar;Scarus rubroviolaceus;LC;MRAP Bali (2011);9
badung;Scarus rubroviolaceus;LC;MRAP Bali (2011);3
buleleng;Scarus rubroviolaceus;LC;MRAP Bali (2011);8
badung;Scarus schlegeli;LC;MRAP Bali (2011);3
badung;Scarus spinus;LC;MRAP Bali (2011);3
buleleng;Scarus spinus;LC;MRAP Bali (2011);8
badung;Scarus tricolor;LC;MRAP Bali (2011);3
buleleng;Scarus tricolor;LC;MRAP Bali (2011);8
badung;Pteropsaron springeri;LC;MRAP Bali (2011);3
buleleng;Pteropsaron springeri;LC;MRAP Bali (2011);8
badung;Trichonotus setiger;LC;MRAP Bali (2011);3
badung;Limnichthys nitidus;LC;MRAP Bali (2011);3
badung;Parapercis clathrata;LC;MRAP Bali (2011);3
buleleng;Parapercis clathrata;LC;MRAP Bali (2011);8
jembrana;Parapercis clathrata;LC;MRAP Bali (2011);1
denpasar;Parapercis cylindrica;LC;MRAP Bali (2011);9
badung;Parapercis cylindrica;LC;MRAP Bali (2011);3
buleleng;Parapercis cylindrica;LC;MRAP Bali (2011);8
jembrana;Parapercis cylindrica;LC;MRAP Bali (2011);1
buleleng;Parapercis flavolineata;LC;MRAP Bali (2011);8
denpasar;Parapercis hexophtalma;LC;MRAP Bali (2011);9
buleleng;Parapercis hexophtalma;LC;MRAP Bali (2011);8
denpasar;Parapercis millepunctata;LC;MRAP Bali (2011);9
badung;Parapercis millepunctata;LC;MRAP Bali (2011);3
karangasem;Parapercis millepunctata;LC;MRAP Bali (2011);7
buleleng;Parapercis millepunctata;LC;MRAP Bali (2011);8
badung;Parapercis schauinslandii;LC;MRAP Bali (2011);3
denpasar;Parapercis sp. (photos);LC;MRAP Bali (2011);9
badung;Parapercis sp. (photos);LC;MRAP Bali (2011);3
jembrana;Parapercis sp. (photos);LC;MRAP Bali (2011);1
badung;Parapercis tetracantha;LC;MRAP Bali (2011);3
buleleng;Parapercis tetracantha;LC;MRAP Bali (2011);8
buleleng;Enneapterygius flavoccipitis;LC;MRAP Bali (2011);8
badung;Enneapterygius similis;LC;MRAP Bali (2011);3
badung;Enneapterygius tutuilae;LC;MRAP Bali (2011);3
buleleng;Enneapterygius tutuilae;LC;MRAP Bali (2011);8
badung;Enneapterygius sp 1 (photo);LC;MRAP Bali (2011);3
badung;Helcogramma randalli;LC;MRAP Bali (2011);3
badung;Helcogramma rhinoceros;LC;MRAP Bali (2011);3
badung;Helcogramma sp. 2 (photo);LC;MRAP Bali (2011);3
denpasar;Helcogramma striatum;LC;MRAP Bali (2011);9
badung;Helcogramma striatum;LC;MRAP Bali (2011);3
karangasem;Helcogramma striatum;LC;MRAP Bali (2011);7
buleleng;Aspidontus taeniatus;LC;MRAP Bali (2011);8
buleleng;Atrosalarias fuscus;LC;MRAP Bali (2011);8
jembrana;Atrosalarias fuscus;LC;MRAP Bali (2011);1
buleleng;Blenniella chrysospilos;LC;MRAP Bali (2011);8
badung;Cirripectes polyzona;LC;MRAP Bali (2011);3
badung;Ecsenius bicolor;LC;MRAP Bali (2011);3
buleleng;Ecsenius bicolor;LC;MRAP Bali (2011);8
buleleng;Ecsenius namiyei;LC;MRAP Bali (2011);8
buleleng;Ecsenius ops;LC;MRAP Bali (2011);8
buleleng;Ecsenius shirleyae;LC;MRAP Bali (2011);8
badung;Ecsenius yaeyamaenis;LC;MRAP Bali (2011);3
buleleng;Entomacrodus decussatus;LC;MRAP Bali (2011);8
badung;Entomacrodus vermiculatus;LC;MRAP Bali (2011);3
buleleng;Istiblennius edentulus;LC;MRAP Bali (2011);8
buleleng;Meiacanthus cf abditus;LC;MRAP Bali (2011);8
jembrana;Meiacanthus abruptus;LC;MRAP Bali (2011);1
badung;Meiacanthus atrodorsalis;LC;MRAP Bali (2011);3
buleleng;Meiacanthus atrodorsalis;LC;MRAP Bali (2011);8
jembrana;Meiacanthus atrodorsalis;LC;MRAP Bali (2011);1
badung;Meiacanthus cyanopterus;LC;MRAP Bali (2011);3
buleleng;Meiacanthus grammistes;LC;MRAP Bali (2011);8
badung;Nannosalarias nativitatus;LC;MRAP Bali (2011);3
badung;Petroscirtes breviceps;LC;MRAP Bali (2011);3
buleleng;Petroscirtes breviceps;LC;MRAP Bali (2011);8
denpasar;Plagiotremus rhinorhynchus;LC;MRAP Bali (2011);9
badung;Plagiotremus rhinorhynchus;LC;MRAP Bali (2011);3
buleleng;Plagiotremus rhinorhynchus;LC;MRAP Bali (2011);8
badung;Plagiotremus tapeinosoma;LC;MRAP Bali (2011);3
buleleng;Salarias guttatus;LC;MRAP Bali (2011);8
buleleng;Callionymus filamentosus;LC;MRAP Bali (2011);8
badung;Callionymus sp. 1 (photo);LC;MRAP Bali (2011);3
buleleng;Callionymus sp. 2 (photo);LC;MRAP Bali (2011);8
buleleng;Dactylopus dactylopus;LC;MRAP Bali (2011);8
badung;Synchiropus tudorjonesi;LC;MRAP Bali (2011);3
badung;Amblyeleotris fasciata;LC;MRAP Bali (2011);3
jembrana;Amblyeleotris fasciata;LC;MRAP Bali (2011);1
buleleng;Amblyeleotris fontanesii;LC;MRAP Bali (2011);8
buleleng;Amblyeleotris guttata;LC;MRAP Bali (2011);8
jembrana;Amblyeleotris guttata;LC;MRAP Bali (2011);1
jembrana;Amblyeleotris periophthalma;LC;MRAP Bali (2011);1
badung;Amblyeleotris yanoi;LC;MRAP Bali (2011);3
buleleng;Amblygobius nocturnus;LC;MRAP Bali (2011);8
jembrana;Amblygobius nocturnus;LC;MRAP Bali (2011);1
buleleng;Amblygobius phalaena;LC;MRAP Bali (2011);8
badung;Asterropteryx ensifera;LC;MRAP Bali (2011);3
jembrana;Asterropteryx ensifera;LC;MRAP Bali (2011);1
badung;Asterropteryx striata;LC;MRAP Bali (2011);3
buleleng;Asterropteryx striata;LC;MRAP Bali (2011);8
jembrana;Asterropteryx striata;LC;MRAP Bali (2011);1
badung;Bryaninops amplus;LC;MRAP Bali (2011);3
buleleng;Bryaninops amplus;LC;MRAP Bali (2011);8
denpasar;Cryptocentrus caeruleomaculatus;LC;MRAP Bali (2011);9
buleleng;Cryptocentrus inexplicatus;LC;MRAP Bali (2011);8
buleleng;Cryptocentrus leptocephalus;LC;MRAP Bali (2011);8
denpasar;Cryptocentrus leucostictus;LC;MRAP Bali (2011);9
denpasar;Cryptocentrus strigilliceps;LC;MRAP Bali (2011);9
buleleng;Cryptocentrus strigilliceps;LC;MRAP Bali (2011);8
jembrana;Cryptocentrus strigilliceps;LC;MRAP Bali (2011);1
denpasar;Ctenogobiops pomastictus;LC;MRAP Bali (2011);9
buleleng;Ctenogobiops pomastictus;LC;MRAP Bali (2011);8
buleleng;Drombus species 2;LC;MRAP Bali (2011);8
denpasar;Eviota guttata;LC;MRAP Bali (2011);9
badung;Eviota guttata;LC;MRAP Bali (2011);3
buleleng;Eviota guttata;LC;MRAP Bali (2011);8
badung;Eviota punctulata;LC;MRAP Bali (2011);3
badung;Eviota rubrisparsa;LC;MRAP Bali (2011);3
buleleng;Eviota rubrisparsa;LC;MRAP Bali (2011);8
badung;Eviota sebreei;LC;MRAP Bali (2011);3
buleleng;Eviota sebreei;LC;MRAP Bali (2011);8
badung;Eviota sigillata;LC;MRAP Bali (2011);3
buleleng;Eviota sigillata;LC;MRAP Bali (2011);8
buleleng;Eviota sp. 1 (red head);LC;MRAP Bali (2011);8
buleleng;Exyrias akihito;LC;MRAP Bali (2011);8
buleleng;Exyrias ferrarisi;LC;MRAP Bali (2011);8
jembrana;Exyrias ferrarisi;LC;MRAP Bali (2011);1
badung;Fusigobius inframaculatus;LC;MRAP Bali (2011);3
buleleng;Fusigobius inframaculatus;LC;MRAP Bali (2011);8
jembrana;Fusigobius inframaculatus;LC;MRAP Bali (2011);1
jembrana;Fusigobius melacron;LC;MRAP Bali (2011);1
badung;Fusigobius neophytus;LC;MRAP Bali (2011);3
buleleng;Fusigobius signipinnis;LC;MRAP Bali (2011);8
jembrana;Fusigobius signipinnis;LC;MRAP Bali (2011);1
jembrana;Gladiogobius ensifer;LC;MRAP Bali (2011);1
badung;Gnatholepis cauerensis;LC;MRAP Bali (2011);3
buleleng;Gnatholepis cauerensis;LC;MRAP Bali (2011);8
jembrana;Gnatholepis cauerensis;LC;MRAP Bali (2011);1
buleleng;Gobiodon prolixus;LC;MRAP Bali (2011);8
badung;Grallenia baliensis;LC;MRAP Bali (2011);3
buleleng;Grallenia baliensis;LC;MRAP Bali (2011);8
buleleng;Hazeus otakii;LC;MRAP Bali (2011);8
denpasar;Istigobius decoratus;LC;MRAP Bali (2011);9
badung;Istigobius decoratus;LC;MRAP Bali (2011);3
buleleng;Istigobius decoratus;LC;MRAP Bali (2011);8
jembrana;Istigobius decoratus;LC;MRAP Bali (2011);1
buleleng;Istigobius sp. 1 (70 m photo);LC;MRAP Bali (2011);8
denpasar;Istigobius spence;LC;MRAP Bali (2011);9
jembrana;Istigobius spence;LC;MRAP Bali (2011);1
badung;Mahidolia mystacinus;LC;MRAP Bali (2011);3
buleleng;Mahidolia mystacinus;LC;MRAP Bali (2011);8
buleleng;Oplopomus caninoides;LC;MRAP Bali (2011);8
buleleng;Oplopomus oplopomus;LC;MRAP Bali (2011);8
jembrana;Oplopomus oplopomus;LC;MRAP Bali (2011);1
denpasar;Paragobiodon xanthosoma;LC;MRAP Bali (2011);9
buleleng;Pleurosicya annadalei;LC;MRAP Bali (2011);8
jembrana;Pleurosicya labiata;LC;MRAP Bali (2011);1
badung;Pleurosicya mossambica;LC;MRAP Bali (2011);3
buleleng;Pleurosicya mossambica;LC;MRAP Bali (2011);8
denpasar;Priolepis cinctus;LC;MRAP Bali (2011);9
badung;Priolepis cinctus;LC;MRAP Bali (2011);3
buleleng;Priolepis cinctus;LC;MRAP Bali (2011);8
badung;Priolepis sp. 2 (photo);LC;MRAP Bali (2011);3
buleleng;Priolepis sp. 2 (photo);LC;MRAP Bali (2011);8
buleleng;Tomiyamichthys oni;LC;MRAP Bali (2011);8
denpasar;Trimma annosum;LC;MRAP Bali (2011);9
buleleng;Trimma annosum;LC;MRAP Bali (2011);8
buleleng;Trimma benjamini;LC;MRAP Bali (2011);8
denpasar;Trimma fucatum;LC;MRAP Bali (2011);9
badung;Trimma fucatum;LC;MRAP Bali (2011);3
buleleng;Trimma fucatum;LC;MRAP Bali (2011);8
badung;Trimma halonevum;LC;MRAP Bali (2011);3
buleleng;Trimma halonevum;LC;MRAP Bali (2011);8
buleleng;Trimma kudoi;LC;MRAP Bali (2011);8
buleleng;Trimma imaii;LC;MRAP Bali (2011);8
buleleng;Trimma macrophthalma;LC;MRAP Bali (2011);8
badung;Trimma nomurai;LC;MRAP Bali (2011);3
buleleng;Trimma nomurai;LC;MRAP Bali (2011);8
denpasar;Trimma okinawae;LC;MRAP Bali (2011);9
badung;Trimma okinawae;LC;MRAP Bali (2011);3
buleleng;Trimma okinawae;LC;MRAP Bali (2011);8
badung;Trimma taylori;LC;MRAP Bali (2011);3
buleleng;Trimma taylori;LC;MRAP Bali (2011);8
badung;Trimma tevegae;LC;MRAP Bali (2011);3
buleleng;Trimma tevegae;LC;MRAP Bali (2011);8
buleleng;Trimma yanoi;LC;MRAP Bali (2011);8
badung;Tryssogobius sarah;LC;MRAP Bali (2011);3
badung;Valenciennea helsdingenii;LC;MRAP Bali (2011);3
buleleng;Valenciennea helsdingenii;LC;MRAP Bali (2011);8
badung;Valenciennea puellaris;LC;MRAP Bali (2011);3
buleleng;Valenciennea puellaris;LC;MRAP Bali (2011);8
badung;Valenciennea sexguttata;LC;MRAP Bali (2011);3
buleleng;Valenciennea sexguttata;LC;MRAP Bali (2011);8
badung;Valenciennea strigata;LC;MRAP Bali (2011);3
buleleng;Valenciennea strigata;LC;MRAP Bali (2011);8
badung;Vanderhorstia lanceolata;LC;MRAP Bali (2011);3
buleleng;Vanderhorstia species 1;LC;MRAP Bali (2011);8
badung;Gunnellichthys curiosus;LC;MRAP Bali (2011);3
buleleng;Gunnellichthys viridescens;LC;MRAP Bali (2011);8
badung;Nemateleotris decora;LC;MRAP Bali (2011);3
buleleng;Nemateleotris decora;LC;MRAP Bali (2011);8
badung;Nemateleotris magnifica;LC;MRAP Bali (2011);3
buleleng;Nemateleotris magnifica;LC;MRAP Bali (2011);8
buleleng;Ptereleotris brachyptera;LC;MRAP Bali (2011);8
denpasar;Ptereleotris evides;LC;MRAP Bali (2011);9
badung;Ptereleotris evides;LC;MRAP Bali (2011);3
karangasem;Ptereleotris evides;LC;MRAP Bali (2011);7
buleleng;Ptereleotris evides;LC;MRAP Bali (2011);8
buleleng;Ptereleotris hanae;LC;MRAP Bali (2011);8
badung;Ptereleotris heteroptera;LC;MRAP Bali (2011);3
badung;Ptereleotris rubristigma;LC;MRAP Bali (2011);3
buleleng;Ptereleotris rubristigma;LC;MRAP Bali (2011);8
denpasar;Platax boersi;LC;MRAP Bali (2011);9
badung;Platax boersi;LC;MRAP Bali (2011);3
karangasem;Platax boersi;LC;MRAP Bali (2011);7
buleleng;Platax boersi;LC;MRAP Bali (2011);8
denpasar;Platax orbicularis;LC;MRAP Bali (2011);9
badung;Platax orbicularis;LC;MRAP Bali (2011);3
buleleng;Platax orbicularis;LC;MRAP Bali (2011);8
denpasar;Platax pinnatus;LC;MRAP Bali (2011);9
karangasem;Platax pinnatus;LC;MRAP Bali (2011);7
buleleng;Platax pinnatus;LC;MRAP Bali (2011);8
badung;Siganus argenteus;LC;MRAP Bali (2011);3
buleleng;Siganus argenteus;LC;MRAP Bali (2011);8
jembrana;Siganus argenteus;LC;MRAP Bali (2011);1
buleleng;Siganus canaliculatus;LC;MRAP Bali (2011);8
badung;Siganus corallinus;LC;MRAP Bali (2011);3
buleleng;Siganus corallinus;LC;MRAP Bali (2011);8
denpasar;Siganus guttatus;LC;MRAP Bali (2011);9
badung;Siganus guttatus;LC;MRAP Bali (2011);3
karangasem;Siganus guttatus;LC;MRAP Bali (2011);7
buleleng;Siganus guttatus;LC;MRAP Bali (2011);8
jembrana;Siganus guttatus;LC;MRAP Bali (2011);1
badung;Siganus labyrinthodes;LC;MRAP Bali (2011);3
jembrana;Siganus labyrinthodes;LC;MRAP Bali (2011);1
badung;Siganus margaritifer;LC;MRAP Bali (2011);3
buleleng;Siganus margaritifer;LC;MRAP Bali (2011);8
badung;Siganus puellus;LC;MRAP Bali (2011);3
buleleng;Siganus puellus;LC;MRAP Bali (2011);8
jembrana;Siganus puellus;LC;MRAP Bali (2011);1
badung;Siganus punctatissimus;LC;MRAP Bali (2011);3
badung;Siganus punctatus;LC;MRAP Bali (2011);3
buleleng;Siganus punctatus;LC;MRAP Bali (2011);8
jembrana;Siganus punctatus;LC;MRAP Bali (2011);1
denpasar;Siganus spinus;LC;MRAP Bali (2011);9
badung;Siganus spinus;LC;MRAP Bali (2011);3
karangasem;Siganus spinus;LC;MRAP Bali (2011);7
badung;Siganus vermiculatus;LC;MRAP Bali (2011);3
denpasar;Siganus virgatus;LC;MRAP Bali (2011);9
badung;Siganus virgatus;LC;MRAP Bali (2011);3
buleleng;Siganus virgatus;LC;MRAP Bali (2011);8
jembrana;Siganus virgatus;LC;MRAP Bali (2011);1
badung;Siganus vulpinus;LC;MRAP Bali (2011);3
buleleng;Siganus vulpinus;LC;MRAP Bali (2011);8
denpasar;Zanclus cornutus;LC;MRAP Bali (2011);9
badung;Zanclus cornutus;LC;MRAP Bali (2011);3
karangasem;Zanclus cornutus;LC;MRAP Bali (2011);7
